kind,statementFile,statementLine,statementColumns,details,statementString,numberOfParameters,isPreparedStatement
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodeServlet.java,125,42,"@io.github.eisop.opsc.qual.Sql(in={""CHAR"", ""INTEGER"", ""VARCHAR"", ""INTEGER""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodeServlet.java"", line=""125"", column=""42"")",UPDATE ifservices SET status = ? FROM ipInterface INNER JOIN node ON ipInterface.nodeId = node.nodeId WHERE ifServices.ipInterfaceId = ipInterface.id AND node.nodeId = ? AND ipInterface.ipAddr = ? AND ifServices.serviceId = ?,4.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodeServlet.java,127,49,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""VARCHAR"", ""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodeServlet.java"", line=""127"", column=""49"")","DELETE FROM outages WHERE ifregainedservice IS NULL AND ifserviceid IN (SELECT ifServices.id FROM ifServices, ipInterface, node WHERE ifServices.ipInterfaceId = ipInterface.id AND ipInterface.nodeId = node.nodeId AND node.nodeId = ? AND ipInterface.ipAddr = ? AND ifServices.serviceId = ?)",3.0,True
CANNOT_DETERMINE_STATEMENT_STRING,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodeServlet.java,267,30,,,,False
CANNOT_DETERMINE_STATEMENT_STRING,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodeServlet.java,287,30,,,,False
USING_FALLBACK,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java,123,42,"org.apache.calcite.sql.parser.SqlParseException: Encountered ""FROM"" at line 1, column 34.
Was expecting one of:
    <EOF> 
    ""WHERE"" ...
    "","" ...
    ""."" ...
    ""NOT"" ...
    ""IN"" ...
    ""<"" ...
    ""<="" ...
    "">"" ...
    "">="" ...
    ""="" ...
    ""<>"" ...
    ""!="" ...
    ""BETWEEN"" ...
    ""LIKE"" ...
    ""ILIKE"" ...
    ""RLIKE"" ...
    ""SIMILAR"" ...
    ""+"" ...
    ""-"" ...
    ""*"" ...
    ""/"" ...
    ""%"" ...
    ""||"" ...
    ""AND"" ...
    ""OR"" ...
    ""IS"" ...
    ""MEMBER"" ...
    ""SUBMULTISET"" ...
    ""CONTAINS"" ...
    ""OVERLAPS"" ...
    ""EQUALS"" ...
    ""PRECEDES"" ...
    ""SUCCEEDS"" ...
    ""IMMEDIATELY"" ...
    ""MULTISET"" ...
    ""["" ...
    ""FORMAT"" ...
    ",,,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java,123,42,"@io.github.eisop.opsc.qual.Sql(in={""CHAR"", ""INTEGER"", ""VARCHAR"", ""INTEGER""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java"", line=""123"", column=""42"")",UPDATE ifservices SET status = ? FROM ipInterface INNER JOIN node ON ipInterface.nodeId = node.nodeId WHERE ifServices.ipInterfaceId = ipInterface.id AND node.nodeId = ? AND ipInterface.ipAddr = ? AND ifServices.serviceId = ?,4.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java,125,49,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""VARCHAR"", ""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java"", line=""125"", column=""49"")","DELETE FROM outages WHERE ifregainedservice IS NULL AND ifserviceid IN (SELECT ifServices.id FROM ifServices, ipInterface, node WHERE ifServices.ipInterfaceId = ipInterface.id AND ipInterface.nodeId = node.nodeId AND node.nodeId = ? AND ipInterface.ipAddr = ? AND ifServices.serviceId = ?)",3.0,True
CANNOT_DETERMINE_STATEMENT_STRING,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java,258,30,,,,False
CANNOT_DETERMINE_STATEMENT_STRING,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/ManageNodesServlet.java,278,30,,,,False
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SetCriticalPathServlet.java,98,38,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SetCriticalPathServlet.java"", line=""98"", column=""38"")",DELETE FROM pathoutage WHERE nodeid=?,1.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SetCriticalPathServlet.java,115,38,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""VARCHAR"", ""VARCHAR""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SetCriticalPathServlet.java"", line=""115"", column=""38"")","INSERT INTO pathoutage (nodeid, criticalpathip, criticalpathservicename) VALUES (?, ?, ?)",3.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SnmpGetNodesServlet.java,93,34,"@io.github.eisop.opsc.qual.Sql(out={""INTEGER SERVICEID""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SnmpGetNodesServlet.java"", line=""93"", column=""34"")",SELECT serviceid FROM service WHERE servicename = 'SNMP',0.0,False
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SnmpGetNodesServlet.java,102,38,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER""}, out={""INTEGER NODEID"", ""VARCHAR NODELABEL""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SnmpGetNodesServlet.java"", line=""102"", column=""38"")","SELECT DISTINCT node.nodeid, node.nodelabel FROM node, ipinterface, ifservices WHERE node.nodeid = ipinterface.nodeid AND ipinterface.id = ifservices.ipinterfaceid AND ifservices.serviceid = ? AND ipinterface.ismanaged != 'D' ORDER BY node.nodelabel, node.nodeid",1.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SnmpManageNodesServlet.java,105,42,"@io.github.eisop.opsc.qual.Sql(in={""VARCHAR"", ""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/nodeManagement/SnmpManageNodesServlet.java"", line=""105"", column=""42"")",UPDATE snmpInterface SET snmpCollect = ? WHERE id = ?,2.0,True
UNSUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/notification/ServiceNoticeUpdateServlet.java,94,44,"org.apache.calcite.tools.ValidationException: org.apache.calcite.runtime.CalciteContextException: From line 1, column 40 to line 1, column 45: Column 'NODEID' not found in any table--- JDBC: org.postgresql.util.PSQLException: ERROR: column ""nodeid"" does not exist
  Position: 41",UPDATE ifservices SET notify = ? WHERE nodeID = ? AND ipaddr = ? AND serviceid = ?,,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/notification/noticeWizard/NotificationWizardServlet.java,600,38,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/notification/noticeWizard/NotificationWizardServlet.java"", line=""600"", column=""38"")",DELETE FROM pathoutage WHERE nodeid=?,1.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/notification/noticeWizard/NotificationWizardServlet.java,612,44,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""VARCHAR"", ""VARCHAR""}, out={""BIGINT ROWCOUNT""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/admin/notification/noticeWizard/NotificationWizardServlet.java"", line=""612"", column=""44"")","INSERT INTO pathoutage (nodeid, criticalpathip, criticalpathservicename) VALUES (?, ?, ?)",3.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,69,38,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER""}, out={""INTEGER id"", ""INTEGER nodeid"", ""VARCHAR category"", ""VARCHAR manufacturer"", ""VARCHAR vendor"", ""VARCHAR modelnumber"", ""VARCHAR serialnumber"", ""VARCHAR description"", ""VARCHAR circuitid"", ""VARCHAR assetnumber"", ""VARCHAR operatingsystem"", ""VARCHAR rack"", ""VARCHAR slot"", ""VARCHAR port"", ""VARCHAR region"", ""VARCHAR division"", ""VARCHAR department"", ""VARCHAR address1"", ""VARCHAR address2"", ""VARCHAR city"", ""VARCHAR state"", ""VARCHAR zip"", ""VARCHAR building"", ""VARCHAR floor"", ""VARCHAR room"", ""VARCHAR vendorphone"", ""VARCHAR vendorfax"", ""VARCHAR vendorassetnumber"", ""VARCHAR userlastmodified"", ""TIMESTAMP lastmodifieddate"", ""VARCHAR dateinstalled"", ""VARCHAR lease"", ""VARCHAR leaseexpires"", ""VARCHAR supportphone"", ""VARCHAR maintcontract"", ""VARCHAR maintcontractexpires"", ""VARCHAR displaycategory"", ""VARCHAR notifycategory"", ""VARCHAR pollercategory"", ""VARCHAR thresholdcategory"", ""VARCHAR comment"", ""VARCHAR managedobjectinstance"", ""VARCHAR managedobjecttype"", ""VARCHAR username"", ""VARCHAR password"", ""VARCHAR enable"", ""CHAR autoenable"", ""VARCHAR connection"", ""VARCHAR cpu"", ""VARCHAR ram"", ""VARCHAR storagectrl"", ""VARCHAR hdd1"", ""VARCHAR hdd2"", ""VARCHAR hdd3"", ""VARCHAR hdd4"", ""VARCHAR hdd5"", ""VARCHAR hdd6"", ""VARCHAR numpowersupplies"", ""VARCHAR inputpower"", ""VARCHAR additionalhardware"", ""VARCHAR admin"", ""VARCHAR snmpcommunity"", ""VARCHAR rackunitheight"", ""VARCHAR country"", ""DOUBLE longitude"", ""DOUBLE latitude""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java"", line=""69"", column=""38"")",SELECT * FROM ASSETS WHERE NODEID=?,1.0,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,101,38,"@io.github.eisop.opsc.qual.Sql(out={""INTEGER id"", ""INTEGER nodeid"", ""VARCHAR category"", ""VARCHAR manufacturer"", ""VARCHAR vendor"", ""VARCHAR modelnumber"", ""VARCHAR serialnumber"", ""VARCHAR description"", ""VARCHAR circuitid"", ""VARCHAR assetnumber"", ""VARCHAR operatingsystem"", ""VARCHAR rack"", ""VARCHAR slot"", ""VARCHAR port"", ""VARCHAR region"", ""VARCHAR division"", ""VARCHAR department"", ""VARCHAR address1"", ""VARCHAR address2"", ""VARCHAR city"", ""VARCHAR state"", ""VARCHAR zip"", ""VARCHAR building"", ""VARCHAR floor"", ""VARCHAR room"", ""VARCHAR vendorphone"", ""VARCHAR vendorfax"", ""VARCHAR vendorassetnumber"", ""VARCHAR userlastmodified"", ""TIMESTAMP lastmodifieddate"", ""VARCHAR dateinstalled"", ""VARCHAR lease"", ""VARCHAR leaseexpires"", ""VARCHAR supportphone"", ""VARCHAR maintcontract"", ""VARCHAR maintcontractexpires"", ""VARCHAR displaycategory"", ""VARCHAR notifycategory"", ""VARCHAR pollercategory"", ""VARCHAR thresholdcategory"", ""VARCHAR comment"", ""VARCHAR managedobjectinstance"", ""VARCHAR managedobjecttype"", ""VARCHAR username"", ""VARCHAR password"", ""VARCHAR enable"", ""CHAR autoenable"", ""VARCHAR connection"", ""VARCHAR cpu"", ""VARCHAR ram"", ""VARCHAR storagectrl"", ""VARCHAR hdd1"", ""VARCHAR hdd2"", ""VARCHAR hdd3"", ""VARCHAR hdd4"", ""VARCHAR hdd5"", ""VARCHAR hdd6"", ""VARCHAR numpowersupplies"", ""VARCHAR inputpower"", ""VARCHAR additionalhardware"", ""VARCHAR admin"", ""VARCHAR snmpcommunity"", ""VARCHAR rackunitheight"", ""VARCHAR country"", ""DOUBLE longitude"", ""DOUBLE latitude""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java"", line=""101"", column=""38"")",SELECT * FROM ASSETS,0.0,True
USING_FALLBACK,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,128,38,"org.apache.calcite.sql.parser.SqlParseException: Encountered ""floor"" at line 1, column 216.
Was expecting one of:
    <BRACKET_QUOTED_IDENTIFIER> ...
    <QUOTED_IDENTIFIER> ...
    <BACK_QUOTED_IDENTIFIER> ...
    <BIG_QUERY_BACK_QUOTED_IDENTIFIER> ...
    <HYPHENATED_IDENTIFIER> ...
    <IDENTIFIER> ...
    <UNICODE_QUOTED_IDENTIFIER> ...
    ",,,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,128,38,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""TIMESTAMP"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""CHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""DOUBLE"", ""DOUBLE"", ""VARCHAR""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java"", line=""128"", column=""38"")","INSERT INTO ASSETS (nodeID,category,manufacturer,vendor,modelNumber,serialNumber,description,circuitId,assetNumber,operatingSystem,rack,slot,port,region,division,department,address1,address2,city,state,zip,building,floor,room,vendorPhone,vendorFax,userLastModified,lastModifiedDate,dateInstalled,lease,leaseExpires,supportPhone,maintContract,vendorAssetNumber,maintContractExpires,displayCategory,notifyCategory,pollerCategory,thresholdCategory,comment,username,password,enable,connection,autoenable,cpu,ram,storagectrl,hdd1,hdd2,hdd3,hdd4,hdd5,hdd6,numpowersupplies,inputpower,additionalhardware,admin,snmpcommunity,rackunitheight,longitude,latitude,country) values(?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)",63.0,True
USING_FALLBACK,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,214,38,"org.apache.calcite.sql.parser.SqlParseException: Encountered ""floor"" at line 1, column 249.
Was expecting one of:
    <BRACKET_QUOTED_IDENTIFIER> ...
    <QUOTED_IDENTIFIER> ...
    <BACK_QUOTED_IDENTIFIER> ...
    <BIG_QUERY_BACK_QUOTED_IDENTIFIER> ...
    <HYPHENATED_IDENTIFIER> ...
    <IDENTIFIER> ...
    <UNICODE_QUOTED_IDENTIFIER> ...
    ",,,True
SUPPORTED_PREPARED_STATEMENT,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,214,38,"@io.github.eisop.opsc.qual.Sql(in={""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""TIMESTAMP"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""CHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""DOUBLE"", ""DOUBLE"", ""VARCHAR"", ""INTEGER""}, file=""/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java"", line=""214"", column=""38"")","UPDATE ASSETS SET category=?,manufacturer=?,vendor=?,modelNumber=?,serialNumber=?,description=?,circuitId=?,assetNumber=?,operatingSystem=?,rack=?,slot=?,port=?,region=?,division=?,department=?,address1=?,address2=?,city=?,state=?,zip=?,building=?,floor=?,room=?,vendorPhone=?,vendorFax=?,userLastModified=?,lastModifiedDate=?,dateInstalled=?,lease=?,leaseExpires=?,supportPhone=?,maintContract=?,vendorAssetNumber=?,maintContractExpires=?,displayCategory=?,notifyCategory=?,pollerCategory=?,thresholdCategory=?,comment=?, username=?, password=?,enable=?,connection=?,autoenable=?,cpu=?,ram=?,storagectrl=?,hdd1=?,hdd2=?,hdd3=?,hdd4=?,hdd5=?,hdd6=?,numpowersupplies=?,inputpower=?,additionalhardware=?,admin=?,snmpcommunity=?,rackunitheight=?,longitude=?,latitude=?,country=? WHERE nodeid=?",63.0,True
CANNOT_DETERMINE_STATEMENT_STRING,/artifact/projects/opennms/opennms-annos/opennms-webapp/src/main/java/org/opennms/web/asset/AssetModel.java,337,60,,,,True
